2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Height,Label,MP,ORB,PF,PTS,Pick,Player,SOS,STL,School,TOV,TRB,Weight,Year
4.6,0.511,9,1.5,0.35,4.4,1.6,1.2,0,6.1,0.458,13.4,2.2,0.614,3.5,92,40,198,Star,33.9,0,2.5,16,10,Eddie Jones,8.96,2.1,Temple,1.5,6.1,190,1994
8.7,0.624,14,0.1,0.25,0.3,1.3,3.1,0,8.8,0.617,14.2,4.8,0.639,7.6,60,28,183.3,Role,32.8,0,3.2,22.5,11,Carlos Rogers,0,0.7,Tennessee State,3.1,11.6,220,1994
3.6,0.535,6.7,1.5,0.38,3.8,3.1,0.1,0,5,0.479,10.5,3.5,0.763,4.6,128,89,189,Role,26.9,0,2.3,15,12,Khalid Reeves,8.76,1.5,Arizona,2.2,3.3,199,1994
5,0.512,9.7,1.2,0.336,3.6,3.9,0.3,0,6.2,0.464,13.3,4,0.738,5.4,102,101,204,Starter,34.4,0,2.4,17.5,13,Jalen Rose,12.11,1.2,Michigan,3.1,4.7,210,1994
5.3,0.544,9.8,0,0,0,0.4,2.3,0,5.3,0.544,9.8,3.2,0.529,6.1,60,0,210,Non-NBA,28.7,0,3,13.8,14,Yinka Dare,5.27,0.6,George Washington,2.3,10.3,265,1994
3.9,0.544,7.1,1.6,0.358,4.6,2.6,0.5,0,5.5,0.471,11.7,3.1,0.777,4,123,88,201,Role,27.8,0,2.1,15.7,15,Eric Piatkowski,7.64,1,Nebraska,2.1,5.4,215,1994
6.8,0.594,11.4,0,0,0,1.8,1.8,0,6.8,0.592,11.4,3.5,0.555,6.3,65,34,183.3,Role,31.7,0,2.7,17,16,Clifford Rozier,0,1,Louisville,3.1,11,245,1994
4.2,0.453,9.2,1.9,0.366,5.3,3.3,0.3,0,6.1,0.421,14.5,3.8,0.79,4.8,92,59,195,Role,38,0,2.1,17.9,17,Aaron McKie,8.96,2.1,Temple,1.9,6.4,209,1994
4.2,0.557,7.6,0,0,0,1.4,2.1,0,4.2,0.557,7.6,1.8,0.486,3.7,88,50,183.3,Role,23.8,0,2.8,10.2,18,Eric Mobley,8.98,0.5,Pitt,2,6.8,235,1994
6,0.516,11.5,1.6,0.37,4.3,3.1,0.4,0,7.5,0.477,15.8,5.3,0.753,7,112,109,198,Role,35.7,0,2.7,22,19,Tony Dumas,-3.58,1.3,Kansas City,3.3,5.1,190,1994
3.4,0.49,6.9,0.1,0.346,0.2,1.2,0.8,0,3.4,0.486,7.1,2.9,0.646,4.4,125,29,207,Role,26.7,0,2.5,9.8,21,Dickey Simpkins,7.59,0.7,Providence,2.1,6.3,248,1994
5.9,0.567,10.4,0,0,0,1.3,0.7,0,5.9,0.565,10.4,4.9,0.78,6.3,126,61,207,Role,32.7,0,3.2,16.7,22,Bill Curley,7.71,1,Boston College,2.4,7.9,220,1994
4.7,0.543,8.7,2.4,0.441,5.5,2.6,0.8,0,7.1,0.504,14.2,2.4,0.747,3.2,108,53,198,Starter,35,0,1.7,19.1,23,Wesley Person,8.15,1,Auburn,2.4,6.5,195,1994
5.2,0.51,10.1,0.7,0.364,1.9,1.6,0.6,0,5.8,0.487,12,3.7,0.738,5.1,85,56,204,Role,29.8,0,2.4,16.1,24,Monty Williams,7.92,1,Notre Dame,2.8,7,225,1994
3.7,0.566,6.6,1,0.363,2.7,2.4,0.3,0,4.7,0.507,9.3,2.2,0.739,3,95,34,198,Role,32,0,1.6,12.6,25,Greg Minor,8.16,1.3,Louisville,1.5,5.6,210,1994
2.1,0.515,4,0.8,0.323,2.5,4.4,0.2,0,2.9,0.441,6.5,1.5,0.636,2.4,91,73,186,Role,29.5,0,2.1,8.1,26,Charlie Ward,8.23,2.6,Florida State,2.3,3.1,190,1994
2.4,0.475,5,2.7,0.431,6.3,5.4,0.1,0,5.1,0.451,11.2,3,0.774,3.9,63,62,192,Role,33.3,0,2.3,15.8,27,Brooks Thompson,0,2.7,Oklahoma State,3.2,4,193,1994
6.8,0.601,11.3,0,0.5,0,1,1.5,0,6.8,0.601,11.3,4.4,0.661,6.7,118,110,207,Non-NBA,32.2,0,2.1,18,28,Deon Thomas,9.74,0.6,Illinois,2.1,7.2,0,1994
2.7,0.573,4.7,0,0,0,0.7,0.8,0,2.7,0.57,4.8,2.1,0.659,3.1,135,87,204,Non-NBA,22.4,0,2.3,7.5,29,Antonio Lang,10.15,0.5,Duke,1.5,4.3,205,1994
2.6,0.443,6,1.6,0.447,3.5,4.3,0.1,0,4.2,0.444,9.5,3,0.784,3.8,126,64,186,Role,35.3,0,2.8,12.9,30,Howard Eisley,7.71,1.5,Boston College,2.9,3.3,177,1994
3.2,0.608,5.3,0,0,0,0.4,1.2,0,3.2,0.608,5.3,0.9,0.541,1.6,45,43,183.3,Non-NBA,18.2,0,2.8,7.4,31,Rodney Dent,9.35,0.5,Kentucky,1.3,5.2,0,1994
4,0.552,7.2,0,0,0,0.8,3.4,0,4,0.552,7.2,2.9,0.687,4.2,118,27,213,Role,23,0,2.5,10.8,32,Jim McIlvaine,3.78,0.2,Marquette,1.6,5.7,240,1994
6.5,0.562,11.6,0,0.333,0,1.3,2,0,6.5,0.561,11.6,3.7,0.576,6.4,114,52,183.3,Role,33,0,3.5,16.7,33,Derrick Alston,4.25,1.2,Duquesne,3,7.7,225,1994
3.5,0.399,8.8,0.2,0.292,0.8,2.9,0.2,0,3.7,0.39,9.6,1.7,0.649,2.6,30,29,189,Role,27.9,0,2.1,9.4,34,Gaylon Nickerson,0,1.3,Kansas State,2.2,4.3,190,1994
0,0.532,0,0,0.43,0,2.6,0.2,0,7.3,0.507,14.3,3.5,0.878,4,122,85,183,Role,31.8,0,2.6,19,35,Michael Smith,4.66,0.6,BYU,2.9,7.6,225,1994
4.1,0.429,9.5,1.5,0.404,3.8,2,0.4,0,5.6,0.422,13.2,3.3,0.669,5,29,26,204,Role,28.8,0,3.1,16,37,Dontonio Wingfield,6.18,1.3,Cincinnati,2.8,9,256,1994
3,0.545,5.6,0,0,0,1.4,0.2,0,3,0.542,5.6,1.5,0.658,2.2,34,33,201,Role,20.7,0,1.8,7.5,38,Darrin Hancock,10.88,1.2,Kansas,1.2,4.5,205,1994
3.6,0.61,5.9,0,0.5,0,0.7,0.7,0,3.6,0.609,5.9,1.7,0.583,3,89,40,207,Non-NBA,21.8,0,2.3,9,39,Anthony Miller,10.49,0.6,Michigan State,1.7,6.5,225,1994
7.1,0.527,13.5,0,0.25,0.2,0.5,0.6,0,7.2,0.523,13.7,3.4,0.778,4.4,128,87,204,Non-NBA,28.7,0,3.2,17.8,40,Jeff Webster,9.84,0.7,Oklahoma,1.8,6.2,232,1994
3.7,0.543,6.8,1.5,0.44,3.4,1.3,0.1,0,5.2,0.509,10.2,2,0.755,2.6,116,61,192,Non-NBA,27.5,0,2.2,13.9,42,Gary Collier,2.12,0.8,Tulsa,1.3,5.1,0,1994
4.3,0.539,8,0,0,0,0.8,0.6,0,4.3,0.537,8.1,1.8,0.562,3.2,113,28,183,Non-NBA,25,0,3.1,10.5,43,Shawnelle Scott,9.2,0.9,St. John's (NY),1.4,6.5,250,1994
3.1,0.508,6.1,1.3,0.437,2.9,3.6,0.2,0,4.3,0.485,9,3.2,0.754,4.3,132,95,189,Non-NBA,28.4,0,2.3,13.2,44,Damon Bailey,10.84,1,Indiana,2.2,3.5,0,1994
4.3,0.545,7.8,1.2,0.461,2.5,1.9,0.8,0,5.4,0.524,10.4,3,0.711,4.2,95,34,201,Non-NBA,29.6,0,2.5,15,45,Dwayne Morton,8.16,1.2,Louisville,2.1,4.2,195,1994
3.5,0.521,6.8,2.2,0.366,5.9,2.5,0.3,0,5.7,0.448,12.7,3,0.802,3.7,127,126,192,Starter,29.7,0,2.6,16.6,46,Voshon Lenard,9.12,1.4,Minnesota,1.9,3.8,205,1994
4,0.496,8.1,0.5,0.248,1.9,2.6,0.5,0,4.5,0.45,10,1.8,0.63,2.9,115,82,201,Role,28.8,0,2,11.3,47,Jamie Watson,7.05,1.3,South Carolina,2.1,4.7,190,1994
5.5,0.505,10.9,0,0.278,0.2,1.4,1.1,0,5.5,0.502,11,2.6,0.607,4.3,109,60,207,Non-NBA,31.4,0,3.2,13.7,48,Jevon Crudup,9.15,1.4,Missouri,2.2,8,0,1994
4.3,0.545,7.8,0,0.3,0.1,0.5,2.1,0,4.3,0.542,7.9,2.4,0.493,4.8,116,112,210,Non-NBA,23.9,0,2.9,11,50,Charles Claxton,8.06,0.6,Georgia,1.9,7.2,265,1994
6.1,0.544,11.2,0,0.3,0.1,1,1.6,0,6.1,0.541,11.3,2.5,0.621,4,80,61,207,Role,29.9,0,1.8,14.7,51,Lawrence Funderburke,0,0.6,Ohio State,1.7,6.6,230,1994
3.9,0.472,8.2,1.1,0.294,3.7,5.9,0.1,0,5,0.417,11.9,4.6,0.796,5.8,57,56,183,Role,36.9,0,2.4,15.6,52,Anthony Goldwire,2,2,Houston,3.5,3.4,182,1994
3.8,0.565,6.8,0,0,0,0.9,2.1,0,3.8,0.564,6.8,1.7,0.607,2.8,113,34,204,Non-NBA,27.3,0,2.4,9.4,53,Albert Burditt,5.6,1.5,Texas,1.2,7,0,1994
6.9,0.555,12.4,0.2,0.423,0.4,1,3,0,7,0.551,12.8,5.9,0.738,8,64,64,183,Starter,32.8,0,3,20.2,1,Joe Smith,8.92,1.5,Maryland,2,10.7,225,1995
5.4,0.534,10.1,0,0,0,0.5,1.8,0,5.4,0.533,10.1,2,0.625,3.3,59,48,207,Star,25.1,0,3.1,12.8,2,Antonio McDyess,6.39,1,Alabama,2.2,9.3,220,1995
4.6,0.522,8.7,0.6,0.355,1.6,2.3,1.1,0,5.1,0.496,10.3,4.9,0.72,6.7,69,34,198,Star,27.6,0,1.9,15.7,3,Jerry Stackhouse,11.26,1.3,UNC,2.9,6.6,218,1995
5.4,0.637,8.6,0,0.25,0.1,0.8,2.3,0,5.5,0.635,8.6,2.1,0.621,3.4,69,41,183,Star,25.5,0,2.6,13,4,Rasheed Wallace,11.26,0.6,UNC,1.5,7.4,225,1995
6.4,0.587,10.9,0,0.125,0.1,1,1.4,0,6.4,0.585,11,4.5,0.648,7,136,133,210,Starter,30.6,0,3.2,17.4,6,Bryant Reeves,9.82,0.5,Oklahoma State,2.4,8.5,275,1995
2.8,0.514,5.4,2.2,0.402,5.5,5.4,0.1,0,5,0.457,10.9,2.8,0.804,3.5,123,92,153,Starter,29.8,0,2,15,7,Damon Stoudamire,8.93,1.4,Arizona,3.1,3.8,171,1995
4.5,0.504,8.9,2.8,0.454,6.1,2.5,0.1,0,7.3,0.484,15.1,3.9,0.857,4.6,119,117,183,Role,33,0,2,21.3,8,Shawn Respert,9.75,1.2,Michigan State,2.9,3.5,195,1995
5,0.539,9.3,0.8,0.394,2,1.8,0.8,0,5.8,0.513,11.3,3.1,0.739,4.3,117,93,204,Role,29.7,0,2.1,15.5,9,Ed O'Bannon,8.92,1.2,UCLA,2.2,7,222,1995
6.5,0.54,12,0.2,0.25,0.7,1.2,1.9,0,6.6,0.524,12.7,3.9,0.682,5.7,87,54,207,Role,23.7,0,3.3,17.4,10,Kurt Thomas,1.28,1,TCU,2.2,9,230,1995
8.4,0.59,14.2,0.2,0.246,0.7,2,1.1,0,8.6,0.573,14.9,5.4,0.687,7.8,93,90,204,Role,34.8,0,2.2,22.7,11,Gary Trent,0.22,0.6,Ohio,3.3,11.3,250,1995
4.5,0.572,7.9,0.3,0.333,0.8,0.8,1.8,0,4.8,0.551,8.7,2.7,0.755,3.5,131,99,183.3,Role,26.4,0,2.1,12.5,12,Cherokee Parks,10.45,0.7,Duke,1.6,6.7,235,1995
7.2,0.585,12.3,0,0.167,0.1,2.1,1,0,7.2,0.583,12.4,4.5,0.672,6.8,91,80,201,Role,29.1,0,2.5,19,13,Corliss Williamson,8.82,1.2,Arkansas,2.4,7.1,245,1995
5.4,0.466,11.5,0.5,0.349,1.4,1.9,1.1,0,5.8,0.453,12.9,4.5,0.673,6.7,60,30,204,Role,30.4,0,2.7,16.7,14,Eric Williams,8.87,1.6,Providence,2.2,5.9,220,1995
2.8,0.575,4.9,1.2,0.345,3.5,3.3,0.6,0,4,0.48,8.4,2.8,0.794,3.5,108,57,198,Starter,28.9,0,2.5,12.1,15,Brent Barry,9.14,1.8,Oregon State,2.9,3.7,185,1995
6.1,0.546,11.2,0,0.231,0.2,1.1,1.7,0,6.2,0.54,11.4,3.6,0.646,5.6,124,110,207,Role,29,0,2.8,16,16,Alan Henderson,11.18,1.2,Indiana,1.8,8.8,235,1995
4.3,0.523,8.3,1.8,0.336,5.4,3.7,0.3,0,6.1,0.45,13.7,3.8,0.652,5.8,119,98,195,Role,33.6,0,2.5,17.9,17,Bob Sura,10,1.8,Florida State,3.4,6,200,1995
3.8,0.551,6.9,0,0.143,0.1,0.7,3.8,0,3.8,0.547,6.9,2.7,0.608,4.4,111,76,183,Starter,26.4,0,2.9,10.3,18,Theo Ratliff,3.33,0.6,Wyoming,1.9,5.9,225,1995
2.7,0.514,5.2,2.7,0.395,6.9,3.9,0.2,0,5.4,0.446,12.1,4.9,0.804,6,120,90,186,Non-NBA,33.1,0,2.4,18.4,19,Randolph Childress,9.08,1.5,Wake Forest,3.2,3,188,1995
4.1,0.514,7.9,0,0.222,0.2,1,0.6,0,4.1,0.509,8.1,2.2,0.578,3.8,119,79,204,Role,24.3,0,2.4,10.4,20,Jason Caffey,6.97,0.6,Alabama,2.4,6.3,255,1995
4.6,0.501,9.1,1.9,0.338,5.5,3.2,0.7,0,6.4,0.44,14.6,4,0.769,5.2,115,112,201,Star,34.3,0,2.5,18.7,21,Michael Finley,7.86,1.5,Wisconsin,2.8,5.6,215,1995
3.6,0.503,7.1,2.1,0.393,5.3,5.6,0.1,0,5.7,0.456,12.4,3.2,0.809,3.9,124,122,153.3,Role,36.3,0,2.5,16.6,23,Travis Best,9.82,1.8,Georgia Tech,2.6,3.1,182,1995
4.3,0.562,7.7,0,0.214,0.1,1.1,1.2,0,4.4,0.556,7.8,2.8,0.713,3.9,111,77,183,Role,22.4,0,2.6,11.5,24,Loren Meyer,8.17,0.5,Iowa State,1.8,6.1,257,1995
5.3,0.493,10.7,0.2,0.333,0.5,0.9,2.6,0,5.4,0.486,11.1,3.2,0.749,4.3,92,52,207,Non-NBA,30.6,0,3,14.2,25,David Vaughn,7.52,0.9,Memphis,2.8,9.8,240,1995
7.8,0.512,15.3,1.2,0.347,3.3,1.3,1.9,0,9,0.482,18.6,3.8,0.704,5.3,88,88,201,Non-NBA,34.2,0,2.9,22.9,26,Sherell Ford,-3.34,1.7,UIC,2.7,9.2,210,1995
6,0.61,9.8,0.2,0.294,0.8,1.6,2.2,0,6.2,0.587,10.6,3.1,0.53,5.8,87,58,198,Non-NBA,31.3,0,3,15.7,27,Mario Bennett,8.17,1.1,Arizona State,2.8,7.8,235,1995
3.1,0.553,5.5,0,0,0,0.3,2,0,3.1,0.55,5.6,1.5,0.604,2.5,127,64,216,Role,16.1,0,2.1,7.6,28,Greg Ostertag,9.83,0.3,Kansas,1.4,6.1,280,1995
3.7,0.485,7.7,1.7,0.336,5,4.7,0.2,0,5.4,0.427,12.6,2.7,0.698,3.8,85,85,183,Role,33.6,0,2.2,15.1,29,Cory Alexander,10.19,1.2,Virginia,3.3,3.5,185,1995
4.9,0.533,9.2,0,0.278,0.1,1.4,0.9,0,4.9,0.529,9.3,4.3,0.69,6.3,134,96,201,Non-NBA,27.9,0,2.8,14.2,30,Lou Roe,6.09,0.7,UMass,2.2,8,220,1995
5.5,0.481,11.4,1.2,0.298,3.9,3.5,0.2,0,6.7,0.434,15.3,4.1,0.696,5.9,124,63,189,Role,35.1,0,2.2,18.6,32,Terrence Rencher,4.57,2.1,Texas,2.5,5,185,1995
5.8,0.453,12.8,0.1,0.283,0.4,0.9,0.7,0,5.9,0.449,13.1,3.4,0.673,5.1,129,125,204,Non-NBA,30.5,0,2.6,15.3,33,Junior Burrough,10.19,0.9,Virginia,2.2,7.2,242,1995
3.9,0.534,7.3,0,0.333,0.1,1.1,1.4,0,3.9,0.531,7.4,2.3,0.663,3.5,128,95,183,Role,27.4,0,3.2,10.2,34,Andrew DeClercq,8.66,1.1,Florida,2.4,7.5,230,1995
3.5,0.528,6.7,0.9,0.351,2.7,2.7,0.3,0,4.5,0.477,9.4,2,0.676,2.9,130,117,195,Role,31.6,0,2.1,11.9,35,Jimmy King,11.32,1.4,Michigan,2.5,4.1,210,1995
5.3,0.576,9.2,1.6,0.316,5.2,2.5,0.7,0,6.9,0.483,14.3,3.8,0.716,5.3,121,118,195,Role,34.2,0,2.3,19.3,36,Lawrence Moten,8.09,1.8,Syracuse,2.6,4.9,185,1995
7.6,0.521,14.6,1.4,0.352,4.1,2.7,0.4,0,9.1,0.484,18.7,7.1,0.78,9.2,56,56,183,Non-NBA,37.6,0,2.6,26.7,37,Frankie King,-1.99,1.8,Western Carolina,3.9,7.4,185,1995
5.8,0.554,10.4,0,0,0,0.9,2.4,0,5.8,0.554,10.4,4.1,0.58,7,51,50,183.3,Non-NBA,28,0,2.7,15.6,38,Rashard Griffith,8.45,0.4,Wisconsin,2.7,9.7,0,1995
3.1,0.511,6.1,0.4,0.302,1.3,1.1,0.1,0,3.5,0.474,7.4,2.5,0.791,3.2,121,67,201,Non-NBA,23.9,0,2.3,9.9,39,Donny Marshall,7.26,1,UConn,1.8,4.4,230,1995
5.4,0.588,9.1,0,0,0.1,0.5,1,0,5.4,0.584,9.2,3.3,0.651,5.1,67,60,207,Role,25.5,0,2.9,14.1,40,Dwayne Whitfield,-6.12,0.4,Jackson State,2.6,7.7,240,1995
1.8,0.598,2.9,0,0,0,0.4,0.6,0,1.8,0.598,2.9,1.5,0.575,2.6,122,36,183,Non-NBA,15.4,0,2,5,41,Erik Meek,10.45,0.5,Duke,0.8,4.3,0,1995
5.3,0.459,11.5,1.2,0.308,3.9,3.8,1.1,0,6.5,0.421,15.4,4.5,0.666,6.7,107,104,195,Non-NBA,33,0,2.9,18.6,42,Donnie Boyce,7.63,2.3,Colorado,3.5,6,196,1995
2.2,0.565,4,0.2,0.263,0.7,5.3,0.1,0,2.4,0.521,4.6,0.9,0.459,2,113,87,189,Starter,25.2,0,2.2,5.9,43,Eric Snow,9.85,1.3,Michigan State,2.3,2.6,190,1995
3.9,0.51,0,0,0,0,1.1,2,0,3.9,0.51,7.7,2.9,0.65,4.5,26,26,210,Non-NBA,31.9,0,2.3,10.8,44,Anthony Pelle,0,0.9,Fresno State,2.4,8,0,1995
2.2,0.478,4.6,0.1,0.522,0.2,0.3,0.5,0,2.3,0.48,4.8,1.3,0.688,1.8,118,29,204,Non-NBA,14.4,0,2,5.9,45,Troy Brown,7.07,0.3,Providence,1.3,4.2,0,1995
3.9,0.541,7.2,0,0,0.1,0.7,2.1,0,3.9,0.536,7.3,3.9,0.686,5.7,59,54,204,Non-NBA,29.5,0,2.7,11.7,46,George Banks,4.27,1.5,UTEP,1.5,8.4,0,1995
3.1,0.513,6,0.8,0.383,2,5.2,0.1,0,3.9,0.481,8.1,3.6,0.805,4.5,125,97,153,Role,29.3,0,2.2,12.1,47,Tyus Edney,8.92,1.8,UCLA,2.7,3,152,1995
0,0,0,0,0,0,2.1,0.2,0,3.9,0.501,7.7,1.7,0.751,2.3,110,32,198,Role,23.3,0,2.2,9.4,48,Mark Davis,2.97,0.8,Old Dominion,1.5,3.5,195,1995
3,0.472,6.3,1.6,0.343,4.8,4.6,0.2,0,4.6,0.417,11.1,2.8,0.722,3.8,109,48,192,Role,32.8,0,1.8,13.7,49,Jerome Allen,-4.54,1.5,Penn,2.4,4.4,184,1995
3.9,0.569,6.8,1.5,0.4,3.6,2.8,0.1,0,5.3,0.511,10.4,3.7,0.844,4.4,126,123,192,Role,34,0,1.7,15.8,52,Fred Hoiberg,8.17,1.6,Iowa State,1.8,5.9,203,1995
4,0.493,8.1,0,0,0,0.8,2.3,0,4,0.493,8.1,2,0.63,3.2,113,83,219,Non-NBA,23.2,0,3.3,10,53,Constantin Popa,6.65,0.8,Miami (FL),2,6.2,0,1995
2.8,0.595,4.7,0,0,0,0.5,2.5,0,2.8,0.593,4.7,1.4,0.581,2.4,88,49,183,Non-NBA,21.3,0,2.9,7,55,Michael McDonald,-0.7,0.5,New Orleans,1.7,6.3,232,1995
4.2,0.539,7.9,0.7,0.358,1.9,1.5,0.7,0,4.9,0.503,9.8,2.9,0.761,3.8,93,62,195,Role,25.5,0,2.5,13.5,56,Chris Carr,1.95,1,Southern Illinois,2,5.8,207,1995
3.2,0.483,6.5,1.4,0.451,3.1,2,0.1,0,4.6,0.472,9.7,2.6,0.777,3.3,127,102,195,Non-NBA,28.9,0,1.4,13.1,57,Cuonzo Martin,9,0.6,Purdue,1.7,3.8,213,1995
1.7,0.579,3,0,0,0,0.5,1,0,1.7,0.579,3,1.1,0.561,2,122,62,204,Role,15.9,0,2.8,4.5,58,Don Reid,8.34,0.7,Georgetown,1.2,4,250,1995
5.9,0.503,11.7,1.8,0.314,5.8,4.6,0.3,0,7.7,0.44,17.5,5.8,0.683,8.5,67,66,180,Star,32.5,0,2.5,23,1,Allen Iverson,8.18,3.2,Georgetown,4.1,3.6,165,1996
