2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Height,Label,MP,ORB,PF,PTS,Pick,Player,SOS,STL,School,TOV,TRB,Weight,Year
1.9,0.572,3.3,1.1,0.435,2.4,0.7,0.6,2.6,2.9,0.514,5.7,0.8,0.757,1.1,136,67,183,Non-NBA,18.3,1.2,2.2,7.7,49,Erik Murphy,7.23,0.4,Florida,1,3.7,238,2013
4.8,0.512,9.5,0.3,0.457,0.6,1.1,0.9,4.9,5.1,0.509,10,4,0.761,5.3,63,62,204,Non-NBA,29.3,2.3,2.5,14.4,51,Romero Osby,0,0.6,Oklahoma,1.6,7.2,232,2013
3.4,0.464,7.4,0.6,0.305,2.1,5.8,0.5,3.5,4.1,0.429,9.5,2.8,0.741,3.8,101,95,195,Role,32.6,0.7,1.9,11.6,52,Lorenzo Brown,6.93,1.7,NC State,3,4.2,186,2013
5.2,0.596,8.8,0,0,0,1.3,0.7,6.4,5.2,0.596,8.8,3.7,0.59,6.3,35,35,183,Non-NBA,29.5,3.3,2.6,14.2,53,Colton Iverson,0,0.6,Colorado State,2,9.8,261,2013
3.2,0.598,5.4,0,0,0,1.4,0.7,7.2,3.2,0.595,5.4,2.9,0.675,4.3,35,27,201,Non-NBA,29,2.8,1.9,9.4,54,Arsalan Kazemi,0,2,Oregon,1.5,10,226,2013
2.2,0.482,4.5,0.7,0.291,2.4,4.7,0.1,2.1,2.9,0.417,6.9,2,0.737,2.8,144,113,180,Non-NBA,26.2,0.3,2.6,8.4,56,Peyton Siva,8.59,1.8,Louisville,2.7,2.4,185,2013
4.1,0.639,6.4,0,0,0,0.4,1.6,5.3,4.1,0.639,6.4,3.1,0.746,4.2,34,34,207,Non-NBA,25.8,3.1,2.3,11.2,57,Alex Oriakhi,0,0.6,Missouri,1.4,8.4,225,2013
4.1,0.545,7.5,1.3,0.342,3.7,0.9,0.2,3,5.4,0.478,11.2,2.4,0.802,3,113,77,201,Non-NBA,27,2,1.4,14.4,58,Deshaun Thomas,8.93,0.4,Ohio State,1.1,5,215,2013
4.2,0.493,8.5,1.2,0.341,3.6,1.5,1,3.7,5.4,0.448,12.1,5,0.775,6.5,35,35,204,Starter,32.8,2.2,2.7,17.1,1,Andrew Wiggins,11.4,1.2,Kansas,2.3,5.9,200,2014
5.7,0.504,11.2,1.1,0.358,3,1.2,1.2,5.7,6.7,0.473,14.3,4.6,0.748,6.1,35,35,204,Starter,30.7,3,2.4,19.1,2,Jabari Parker,8.48,1.1,Duke,2.3,8.7,235,2014
3.8,0.639,5.9,0,0.2,0.2,1.4,2.6,5.8,3.8,0.626,6.1,3.5,0.685,5.1,28,20,210,Star,23.1,2.3,3.4,11.2,3,Joel Embiid,11.4,0.9,Kansas,2.4,8.1,250,2014
4.6,0.513,8.9,0.4,0.356,1.2,2,1,5.3,5,0.495,10.1,2,0.422,4.7,38,38,207,Starter,31.2,2.7,2.4,12.4,4,Aaron Gordon,9.04,0.9,Arizona,1.4,8,225,2014
3.5,0.488,7.3,1.4,0.295,4.6,4.5,0.6,4.4,4.9,0.413,11.9,5.5,0.751,7.3,64,63,192,Starter,33.1,1.5,2.9,16.6,6,Marcus Smart,7.53,2.9,Oklahoma State,3,5.9,220,2014
4.8,0.517,9.3,0.1,0.167,0.5,1.4,0.8,6.9,4.9,0.501,9.8,5.1,0.706,7.2,40,40,207,Star,30.8,3.5,2.3,15,7,Julius Randle,9.9,0.5,Kentucky,2.5,10.4,250,2014
2,0.5,4,2.3,0.441,5.2,2.3,0.3,2.5,4.3,0.467,9.2,3.2,0.832,3.9,75,69,198,Role,32.9,0.5,1,14.1,8,Nik Stauskas,9.85,0.6,Michigan,1.5,2.9,205,2014
3.2,0.53,6.1,0.5,0.485,1.1,0.6,1.4,6.6,3.8,0.523,7.2,3.2,0.716,4.5,30,29,183,Role,26.5,2.4,2.7,11.3,9,Noah Vonleh,6.64,0.9,Indiana,2.1,9,240,2014
4.7,0.512,9.2,0.3,0.268,1.1,4.9,0.5,3.6,5,0.485,10.3,3.9,0.611,6.5,100,78,189,Starter,31.6,1.5,2.3,14.3,10,Elfrid Payton,-1.59,2,Louisiana,3.4,5.1,180,2014
6,0.587,10.2,1.9,0.458,4.1,1.3,0.1,5.6,7.9,0.55,14.3,4.1,0.831,4.9,145,145,204,Role,31.5,1.9,1.8,21.7,11,Doug McDermott,4.29,0.2,Creighton,2.2,7.5,225,2014
2.1,0.494,4.3,1.3,0.375,3.5,1.8,0.2,2.1,3.4,0.441,7.8,1.3,0.691,1.8,37,1,195,Star,24.4,0.5,2,9.4,13,Zach LaVine,7.62,0.9,UCLA,1.1,2.5,180,2014
2.8,0.551,5.1,0.4,0.409,1.1,0.6,1,3.8,3.2,0.526,6.2,2,0.755,2.7,138,94,183,Role,20,1.5,2.2,8.9,15,Adreian Payne,10.35,0.6,Michigan State,1.4,5.3,245,2014
2.5,0.47,5.4,2.1,0.349,5.9,1.7,0.2,3.3,4.6,0.407,11.3,3.1,0.706,4.4,40,39,198,Non-NBA,32.4,1,2.1,14.3,17,James Young,9.9,0.8,Kentucky,1.9,4.3,215,2014
3.5,0.429,8.1,0.9,0.353,2.5,5.5,0.2,2.6,4.4,0.411,10.6,3.4,0.765,4.4,34,34,186,Role,35.7,0.8,2,12.9,18,Tyler Ennis,7.25,2.1,Syracuse,1.7,3.4,180,2014
2.9,0.503,5.7,2.1,0.376,5.6,2,0.3,2.3,5,0.44,11.4,2.7,0.788,3.5,69,67,192,Starter,31,1,2,14.9,19,Gary Harris,9.96,1.6,Michigan State,1.6,3.3,210,2014
3.5,0.592,5.9,0,0,0,0.8,0.7,4,3.5,0.588,5.9,0.8,0.513,1.6,47,12,183,Role,20.6,2.6,2.5,7.8,21,Mitch McGary,9.85,1.2,Michigan,1.3,6.6,255,2014
4,0.548,7.3,1.4,0.331,4.3,2.1,0.2,3.3,5.4,0.467,11.6,4.2,0.839,5,69,63,195,Non-NBA,30.2,1.3,2.1,16.4,22,Jordan Adams,7.69,2.4,UCLA,1.4,4.6,220,2014
3.4,0.494,6.9,2,0.42,4.8,2.1,0.3,3.1,5.5,0.464,11.8,3.1,0.807,3.9,35,33,204,Role,32.9,0.8,2.6,16.1,23,Rodney Hood,0,0.7,Duke,1.5,3.9,215,2014
2.3,0.444,5.3,1.8,0.375,4.8,4.5,0.2,3.3,4.2,0.411,10.1,3.6,0.813,4.4,143,98,183,Role,32.3,0.7,2.1,13.7,24,Shabazz Napier,8.64,1.8,UConn,2.4,4,180,2014
2.4,0.492,4.9,0.5,0.319,1.5,0.8,1.4,4,2.9,0.451,6.4,1.3,0.61,2.1,135,75,201,Role,25,2.2,1.7,7.5,29,Josh Huestis,6.38,0.5,Stanford,0.9,6.2,230,2014
0.7,0.556,1.2,0.6,0.375,1.6,0.3,0,1,1.3,0.452,2.8,0,0,0.3,15,1,198,Starter,10.1,0.6,0.7,3.1,33,Joe Harris,-4.83,0.2,Central Arkansas,0.4,1.6,198,2014
3.4,0.555,6.2,1.5,0.348,4.3,0.7,0.8,3.8,4.9,0.47,10.5,3.7,0.819,4.6,75,58,204,Role,26.2,1.8,2.4,15.1,34,Cleanthony Early,3.91,0.8,Wichita State,1.7,5.7,219,2014
4.7,0.532,8.9,0,0,0,1.5,1.1,5.7,4.7,0.53,8.9,3.5,0.628,5.6,87,84,204,Non-NBA,29.7,3.9,2.2,13,35,Jarnell Stokes,6.83,0.7,Tennessee,2.1,9.6,260,2014
4.8,0.474,10.2,0.1,0.222,0.3,1.3,0.8,4.7,4.9,0.467,10.5,2.8,0.619,4.6,91,78,207,Role,27.1,3,2.8,12.7,36,Johnny O'Bryant,5.38,0.5,LSU,2.9,7.7,256,2014
2.8,0.499,5.6,0.8,0.349,2.4,0.5,1.2,3.5,3.6,0.454,8,1.5,0.752,2,99,80,207,Non-NBA,23.8,1.2,2,9.6,37,DeAndre Daniels,8.04,0.6,UConn,1.3,4.6,195,2014
2,0.446,4.6,1.3,0.386,3.5,2.6,0.3,2.9,3.4,0.42,8,4.9,0.83,5.9,86,86,198,Starter,30.1,0.5,2.1,13,38,Spencer Dinwiddie,7.48,1.1,Colorado,1.8,3.3,200,2014
2.5,0.496,5.1,0.1,0.3,0.3,0.9,0.5,2.9,2.6,0.486,5.3,2.2,0.641,3.5,72,29,204,Starter,21.9,1.7,1.8,7.5,39,Jerami Grant,7.91,0.6,Syracuse,0.9,4.7,210,2014
2.8,0.459,6,1.3,0.359,3.7,2.8,0.6,3.1,4.1,0.421,9.7,2.8,0.734,3.9,108,101,189,Non-NBA,30.9,0.6,2,12.3,42,Nick Johnson,7.05,1.3,Arizona,1.8,3.7,200,2014
3,0.486,6.2,1.1,0.347,3.1,2.3,0.8,3.5,4.1,0.439,9.4,3,0.733,4.1,134,103,189,Role,30.5,0.8,2.1,12.4,44,Markel Brown,7.74,1,Oklahoma State,1.8,4.3,190,2014
3.5,0.484,7.3,0.2,0.289,0.8,1.8,0.9,4.6,3.8,0.464,8.2,3,0.722,4.1,136,105,183,Role,26.2,1.7,2.9,10.8,45,Dwight Powell,6.38,0.9,Stanford,2.1,6.3,240,2014
5.1,0.501,10.1,0.9,0.281,3.3,3.4,0.2,3,6,0.448,13.3,4.6,0.831,5.6,35,35,195,Starter,35.1,0.8,2.2,17.5,46,Jordan Clarkson,0,1.1,Missouri,2.7,3.8,193,2014
3.3,0.449,7.4,1.4,0.345,3.9,2.8,0.1,2,4.7,0.413,11.3,3.7,0.76,4.8,133,80,180,Non-NBA,24.3,0.7,2.4,14.3,47,Russ Smith,7.79,1.9,Louisville,2.4,2.7,165,2014
2.1,0.483,4.3,1.1,0.369,3.1,2.9,0.3,2.8,3.2,0.435,7.4,1.9,0.723,2.6,149,106,195,Role,24.3,1.2,1.9,9.5,48,Lamar Patterson,6.87,1,Pitt,1.6,3.9,225,2014
3.1,0.519,6,0,0.333,0,0.8,0.7,3,3.1,0.517,6,3,0.717,4.2,134,55,207,Non-NBA,20.8,1.7,2.1,9.2,49,Cameron Bairstow,4.92,0.5,New Mexico,1.2,4.8,250,2014
4.2,0.476,8.8,0.6,0.4,1.5,0.9,2.5,4.1,4.8,0.465,10.3,3.1,0.748,4.2,126,125,213,Non-NBA,29.3,2.3,2.7,13.3,50,Alec Brown,0.76,0.6,Green Bay,2.1,6.3,235,2014
5.3,0.476,11.1,0.4,0.338,1.2,4.4,0.2,2.5,5.7,0.462,12.3,4.4,0.67,6.6,64,63,189,Role,34.8,0.3,2.4,16.2,55,Semaj Christon,6.55,1.4,Xavier,3.1,2.8,190,2014
2.8,0.475,5.9,1.6,0.343,4.6,1.8,0.9,2.6,4.4,0.417,10.4,3.1,0.769,4,114,74,195,Role,27.1,0.7,1.9,13.3,58,Jordan McRae,7.3,0.6,Tennessee,2,3.3,200,2014
2.7,0.411,6.5,1.2,0.357,3.3,3.3,0.2,2.4,3.8,0.393,9.8,3.8,0.829,4.6,97,91,189,Non-NBA,31.3,0.5,1.9,12.7,59,Xavier Thames,0,1.2,San Diego State,1.9,2.9,195,2014
3.2,0.556,5.7,0.1,0.34,0.4,0.4,1.3,3.7,3.3,0.543,6.1,2.2,0.66,3.3,130,76,207,Non-NBA,19.9,1.9,1.7,8.9,60,Cory Jefferson,8.32,0.3,Baylor,0.8,5.6,220,2014
3.7,0.577,6.4,0.1,0.25,0.2,1.1,2.3,4.3,3.7,0.566,6.6,2.8,0.813,3.4,39,39,183.3,Star,21.1,2.4,2.9,10.3,1,Karl-Anthony Towns,8.67,0.5,Kentucky,1.4,6.7,250,2015
3.9,0.479,8.1,2.7,0.411,6.6,5,0.3,4.7,6.6,0.449,14.7,3.4,0.756,4.5,35,34,195,Star,33.9,1,2.1,19.3,2,D'Angelo Russell,7.37,1.6,Ohio State,2.9,5.7,180,2015
7.3,0.664,11.1,0,0,0,1.3,1.4,4.9,7.3,0.664,11.1,2.6,0.51,5.1,38,38,183.3,Non-NBA,30.1,3.5,2.1,17.3,3,Jahlil Okafor,9.87,0.8,Duke,2.5,8.5,270,2015
3.3,0.593,5.6,0,0,0,0.9,2.2,3.9,3.3,0.593,5.6,1.4,0.508,2.8,105,70,210,Role,24.5,2.4,2.3,8,6,Willie Cauley-Stein,8.13,1.1,Kentucky,1.2,6.2,240,2015
3.4,0.478,7.2,1.1,0.371,3.1,1.7,0.4,4.5,4.6,0.446,10.3,3.5,0.742,4.7,38,37,198,Role,28.4,2,2.6,13.8,8,Stanley Johnson,7.41,1.5,Arizona,2.2,6.5,225,2015
3,0.58,5.1,0.7,0.369,1.9,1.3,1.1,3.4,3.7,0.522,7,2.1,0.763,2.7,144,79,210,Role,20.4,1.3,1.6,10.1,9,Frank Kaminsky,9.61,0.5,Wisconsin,0.8,4.6,242,2015
3.3,0.516,6.3,1.2,0.418,2.8,2.1,0.9,5.2,4.4,0.486,9.1,2.6,0.641,4,39,39,198,Starter,29.1,1.3,2.8,12.6,10,Justise Winslow,9.87,1.3,Duke,1.8,6.5,225,2015
2.9,0.513,5.7,0.5,0.274,1.8,0.6,2.6,5.2,3.4,0.455,7.6,2.8,0.839,3.3,34,7,183.3,Starter,22.2,1.3,2.4,10.1,11,Myles Turner,9.07,0.3,Texas,1.4,6.5,240,2015
3.1,0.536,5.9,0.1,0.138,0.8,1.1,0.4,3.4,3.3,0.488,6.7,2.1,0.735,2.8,36,21,183,Role,23,1.8,1.6,8.7,12,Trey Lyles,8.67,0.5,Kentucky,1.1,5.2,235,2015
3.3,0.518,6.4,0.2,0.275,0.6,0.8,0.6,3.6,3.5,0.496,7,1.9,0.658,2.9,128,94,204,Star,24.1,2.1,2.3,9,13,Devin Booker,5.59,0.6,Clemson,1.6,5.7,250,2015
4,0.487,8.3,2.3,0.359,6.3,5.7,0.5,3.2,6.3,0.432,14.6,3.7,0.781,4.7,69,69,186,Role,32.4,0.4,2.4,18.5,14,Cameron Payne,-3.19,1.8,Murray State,2.9,3.7,180,2015
3.1,0.447,6.8,1.2,0.331,3.5,2.4,0.1,3.3,4.2,0.408,10.3,2.4,0.772,3.1,73,45,183,Starter,26.8,1,1.6,12,16,Terry Rozier,6.89,1.5,Louisville,1.4,4.3,190,2015
3.9,0.481,8.1,2.3,0.383,6.1,1.6,0.3,4.2,6.3,0.439,14.3,3,0.694,4.3,23,23,198,Role,32.3,0.6,2.3,17.8,17,Rashad Vaughn,3.38,0.8,UNLV,2.2,4.8,210,2015
3.2,0.591,5.3,1.3,0.348,3.6,1.3,0.5,3.4,4.4,0.493,9,2,0.695,2.8,113,81,207,Role,27.9,1.6,1.2,12.1,18,Sam Dekker,10.07,0.6,Wisconsin,1,5,230,2015
3.2,0.498,6.4,1.5,0.345,4.4,5.8,0.3,2.5,4.7,0.436,10.7,3.8,0.79,4.8,119,117,195,Role,36.4,0.4,1.8,14.6,19,Jerian Grant,6.88,1.5,Notre Dame,2.2,2.9,203,2015
4.4,0.594,7.5,0.6,0.299,1.9,5.2,1.1,4.7,5,0.535,9.3,4.5,0.814,5.5,68,68,195,Role,34.8,1.1,1.6,15,20,Delon Wright,6.82,2.3,Utah,2.2,5.8,178,2015
1.9,0.481,4.1,1,0.357,2.8,1.8,0.9,2.7,2.9,0.43,6.8,2,0.752,2.7,98,44,198,Role,24.1,0.8,1.4,8.9,21,Justin Anderson,6.64,0.6,Virginia,1.3,3.5,227,2015
5.5,0.54,10.3,0.3,0.365,0.9,1.3,1.5,4.7,5.9,0.526,11.2,2.9,0.737,3.9,70,70,183.3,Role,28.5,3.1,2,15,22,Bobby Portis,6.18,1.1,Arkansas,1.4,7.9,242,2015
3.3,0.52,6.4,0.1,0.205,0.5,1.5,0.9,4.1,3.4,0.496,6.9,3.3,0.697,4.7,76,31,201,Role,27,2.1,2.4,10.2,23,Rondae Hollis-Jefferson,8.23,0.9,Arizona,1.4,6.3,215,2015
2.3,0.44,5.1,1.2,0.379,3.2,5.6,0.1,3,3.5,0.417,8.3,3.7,0.889,4.2,39,39,183,Role,33.9,0.5,1.2,11.8,24,Tyus Jones,9.87,1.5,Duke,1.9,3.5,190,2015
4.3,0.541,8,0.6,0.308,2,1.4,0.7,4.6,5,0.494,10.1,3.1,0.689,4.5,65,57,183,Role,30.7,2.4,2.6,13.7,25,Jarell Martin,6.12,1,LSU,2.2,6.9,236,2015
3.3,0.473,7,0.1,1,0.1,1.1,2.1,4.6,3.4,0.478,7.1,2.5,0.563,4.4,16,16,183,Non-NBA,28.1,2.3,2.6,9.3,29,Chris McCullough,7.68,1.7,Syracuse,2.2,6.9,220,2015
3.6,0.481,7.4,0.6,0.415,1.5,1.4,0.9,5.8,4.2,0.47,8.9,2.6,0.626,4.1,36,36,207,Starter,30.9,3.4,2.9,11.6,30,Kevon Looney,8.27,1.3,UCLA,1.3,9.2,220,2015
4.7,0.6,7.8,0.1,0.275,0.4,0.9,1.1,4.3,4.8,0.586,8.1,1.9,0.533,3.6,112,75,204,Starter,26.4,2.6,1.9,11.6,32,Montrezl Harrell,7.64,0.8,Louisville,1.3,6.9,235,2015
5.6,0.527,10.6,0,0.071,0.2,1.2,3.4,6.1,5.6,0.518,10.8,2.9,0.669,4.3,65,65,204,Non-NBA,33.8,2.7,2.4,14,33,Jordan Mickey,6.12,0.8,LSU,2.8,8.8,235,2015
1.1,0.505,2.2,0,0.143,0.1,0.3,0.4,1.3,1.1,0.482,2.4,0.7,0.569,1.2,47,4,198,Role,13.1,1,2,3,34,Anthony Brown,7.55,0.3,Oklahoma State,0.4,2.3,225,2015
2.9,0.56,5.1,0,0,0,0.6,1.7,3.3,2.9,0.56,5.1,1.6,0.681,2.4,142,140,207,Non-NBA,22,2,2.6,7.4,36,Rakeem Christmas,7.88,0.5,Syracuse,1.1,5.3,250,2015
3.9,0.58,6.8,0.3,0.353,0.9,0.7,2.6,4.2,4.2,0.554,7.7,2.7,0.697,3.8,95,63,204,Role,26.5,2.6,2.5,11.5,37,Richaun Holmes,-1.07,0.8,Bowling Green State,1.5,6.9,245,2015
2.1,0.507,4.2,1.6,0.367,4.3,1.9,0.4,2.5,3.7,0.436,8.5,2.4,0.748,3.2,132,112,198,Non-NBA,26.8,0.5,2.1,11.4,38,Darrun Hilliard,7.81,1.3,Villanova,1.6,3,215,2015
2,0.456,4.5,0,0,0.1,0.5,0.1,1.6,2,0.445,4.6,2,0.56,3.6,28,6,0,Starter,0,1.2,2.3,6.1,40,Josh Richardson,1.86,0.5,North Texas,1,2.8,0,2015
1.8,0.549,3.2,1.9,0.386,5,1.8,0.5,4.9,3.7,0.45,8.2,1.2,0.777,1.5,139,123,195,Role,32.3,1,1.7,10.5,41,Pat Connaughton,6.88,0.7,Notre Dame,1,5.9,218,2015
4,0.512,7.8,1.8,0.361,5,3.1,0.1,3.3,5.8,0.453,12.9,4.3,0.778,5.6,97,95,192,Non-NBA,36,0.6,2.2,17.8,42,Olivier Hanlan,7.87,1.1,Boston College,2.4,3.9,190,2015
0.8,0.407,2,0.6,0.34,1.6,0.6,0.1,1.2,1.4,0.377,3.7,0.5,0.737,0.7,29,10,180,Non-NBA,13.5,0.6,1.5,3.8,43,Joe Young,-1.8,0.6,Canisius,0.7,1.8,180,2015
1.9,0.374,5.2,0.9,0.367,2.4,3.8,0.2,2.1,2.8,0.372,7.6,3.6,0.777,4.6,79,78,198,Role,28.6,0.6,2.4,10.1,44,Andrew Harrison,9.28,0.8,Kentucky,2.2,2.7,210,2015
4.5,0.51,8.9,2.5,0.382,6.7,1.8,0.3,3.5,7.1,0.455,15.6,3.7,0.771,4.8,66,65,192,Non-NBA,32.7,2,2,20.4,45,Marcus Thornton,4.46,1.5,LSU,2,5.5,205,2015
2.8,0.533,5.2,0.8,0.314,2.5,1.5,0.4,2.6,3.6,0.461,7.7,1.8,0.746,2.5,141,83,192,Role,25.2,0.4,2,9.8,46,Norman Powell,7.23,1.1,UCLA,1.3,3,215,2015
2.1,0.537,3.8,0,0,0,0.5,0.8,2.4,2.1,0.537,3.8,1.6,0.559,2.9,78,18,210,Non-NBA,15.2,1.9,1.9,5.8,48,Dakari Johnson,9.28,0.3,Kentucky,0.9,4.3,255,2015
1,0.42,2.3,1.5,0.386,3.9,1.6,0,1.4,2.5,0.399,6.2,0.9,0.74,1.2,107,42,180,Non-NBA,18.9,0.4,1.6,7.4,49,Aaron White,-5.27,0.9,Texas A&M-Corpus Christi,1.6,1.8,185,2015
2.8,0.504,5.5,3.1,0.432,7.2,2.3,0.2,2.9,5.9,0.463,12.7,3.8,0.847,4.4,84,67,192,Non-NBA,31.4,0.6,1.9,18.6,51,Tyler Harvey,-4.52,1,Eastern Washington,1.8,3.5,185,2015
3,0.518,5.7,0.2,0.193,0.8,2.3,1.3,4,3.1,0.477,6.6,1.9,0.681,2.8,130,76,198,Non-NBA,28.2,1.2,2.8,8.3,53,Sir'Dominic Pointer,7.44,1.5,St. John's (NY),1.7,5.2,192,2015
3.7,0.575,6.5,0.1,0.213,0.4,0.2,1.8,4.9,3.8,0.553,6.9,2.2,0.666,3.4,111,80,183,Non-NBA,25.2,3.1,2.5,10,55,Cady Lalanne,4.56,0.4,UMass,1.9,7.9,253,2015
4.4,0.564,7.7,0,0,0.1,1.4,1.1,4.4,4.4,0.559,7.8,1.4,0.558,2.4,130,122,198,Non-NBA,26.6,2.5,1.6,10.1,56,Branden Dawson,9.93,1.3,Michigan State,1.7,6.9,225,2015
6.5,0.561,11.6,0,0.333,0.1,4.8,0.8,8.6,6.5,0.56,11.7,6,0.67,9,33,32,183,Star,34.9,3.1,2.8,19.2,1,Ben Simmons,7,2,LSU,3.4,11.8,225,2016
3.7,0.464,8,2.2,0.41,5.4,2,1.4,4.9,5.9,0.442,13.4,3.2,0.682,4.7,36,34,207,Star,34.6,1.9,2.1,17.3,2,Brandon Ingram,10.59,1.1,Duke,2,6.8,190,2016
3.9,0.482,8.1,0.9,0.294,3,2,0.6,4.3,4.8,0.431,11.1,4.2,0.654,6.4,34,34,201,Star,27.6,1.1,3.2,14.6,3,Jaylen Brown,7.87,0.8,California,3.1,5.4,225,2016
3.7,0.476,7.8,0.8,0.354,2.2,5.8,0.4,4,4.5,0.45,9.9,3.1,0.693,4.5,95,83,189,Role,31.5,1.1,2.9,12.8,5,Kris Dunn,8.09,2.2,Providence,3.3,5.1,205,2016
3.3,0.508,6.5,2.6,0.39,6.8,1.9,0.3,3.4,5.9,0.448,13.2,2.8,0.836,3.4,132,118,192,Starter,31.7,1.6,2,17.4,6,Buddy Hield,9.28,1.3,Oklahoma,2.2,5,209,2016
3.6,0.502,7.3,3.1,0.408,7.7,2.2,0.3,3.7,6.8,0.454,14.9,3.3,0.783,4.2,36,36,195,Star,35.2,1.5,2.1,20,7,Jamal Murray,8.84,1,Kentucky,2.3,5.2,207,2016
4.6,0.568,8.2,0.6,0.35,1.8,0.8,1.6,2.9,5.3,0.53,9.9,2.6,0.682,3.8,34,34,207,Role,24.9,2.5,4.1,13.7,8,Marquese Chriss,8.12,0.9,Washington,2,5.4,225,2016
5.1,0.659,7.7,0,0,0,1.3,1.7,5.2,5.1,0.658,7.7,3.1,0.605,5.2,70,70,210,Role,26.9,2.8,2.4,13.3,9,Jakob Poeltl,8.1,0.5,Utah,1.8,8,230,2016
5.1,0.638,8,0.1,0.357,0.2,1.3,0.6,6.8,5.2,0.632,8.2,3.1,0.729,4.2,74,32,183,Star,26.6,2.6,3,13.5,11,Domantas Sabonis,4.67,0.5,Gonzaga,2,9.4,231,2016
2.6,0.504,5.2,1,0.376,2.7,1.1,0.5,2.7,3.6,0.46,7.9,2,0.718,2.8,129,42,201,Role,20.2,1.6,2.1,10.2,12,Taurean Prince,9.08,0.9,Baylor,1.7,4.2,215,2016
2.2,0.476,4.6,1.8,0.408,4.5,4.4,0.3,4.8,4,0.442,9.1,1.5,0.779,2,144,116,195,Role,29,1.1,2.1,11.4,14,Denzel Valentine,9.21,0.9,Michigan State,2.2,5.9,220,2016
2.2,0.436,5.1,1.2,0.422,2.9,4.8,0.2,3.6,3.4,0.431,8,3.5,0.8,4.4,68,54,189,Role,29.6,0.4,2.5,11.6,17,Wade Baldwin,7.45,1.3,Vanderbilt,2.3,4.1,195,2016
5,0.495,10,0.9,0.288,3.2,1.8,1.5,7.6,5.9,0.446,13.2,4.3,0.749,5.8,33,33,183,Non-NBA,33.5,2.2,2.5,17,18,Henry Ellenson,5.57,0.8,Marquette,2.4,9.7,245,2016
3.8,0.518,7.4,1.6,0.387,4.2,1.5,0.2,4,5.4,0.471,11.6,3.1,0.813,3.8,34,33,195,Role,29.8,1.3,2.2,15.6,19,Malik Beasley,8.16,0.9,Florida State,1.7,5.3,190,2016
2.3,0.456,4.9,1.3,0.401,3.2,2.7,0.2,3.2,3.6,0.434,8.2,2,0.77,2.6,103,70,201,Starter,26.4,0.4,1.5,10.4,20,Caris LeVert,9.3,0.9,Michigan,1.3,3.5,200,2016
4.6,0.52,8.8,1.2,0.312,3.8,3.6,0.8,5.3,5.7,0.457,12.6,3.1,0.628,4.9,101,100,198,Role,36.1,1.4,2.5,15.7,21,DeAndre' Bembry,4.2,1.4,St. Joseph's,2.5,6.7,210,2016
2,0.388,5.1,2.1,0.353,6.1,2.1,0.3,3.8,4.1,0.369,11.1,3.1,0.72,4.2,37,37,198,Non-NBA,34.4,0.5,2.5,13.4,22,Malachi Richardson,9.75,1.1,Syracuse,2.1,4.3,195,2016
4.8,0.575,8.4,0,0,0,0.9,1.1,4.9,4.8,0.575,8.4,1.9,0.708,2.8,148,80,207,Non-NBA,21,2.1,2.5,11.6,25,Brice Johnson,9.73,0.8,UNC,1.3,7,228,2016
6.4,0.559,11.5,0,0.176,0.3,1.5,2,6.1,6.5,0.551,11.8,3.5,0.711,5,68,61,207,Star,32.7,3.6,2.6,16.6,27,Pascal Siakam,-3.6,0.9,New Mexico State,1.9,9.7,230,2016
4.9,0.457,10.8,1,0.288,3.5,4.4,0.3,4.6,5.9,0.416,14.3,3.2,0.663,4.9,34,34,195,Starter,33.5,1.4,2.6,16.1,29,Dejounte Murray,8.12,1.8,Washington,3.2,6,170,2016
5.1,0.57,9,0,0.125,0.1,0.7,1.7,4.3,5.1,0.566,9.1,3,0.565,5.3,99,95,183,Role,27.1,2.1,3,13.3,30,Damian Jones,7.13,0.4,Vanderbilt,2,6.4,248,2016
3.4,0.598,5.7,0,0,0,0.7,1.8,3.4,3.4,0.598,5.7,0.7,0.605,1.1,35,16,183,Role,18.6,2.1,2.3,7.5,31,Deyonta Davis,6.94,0.3,Michigan State,0.9,5.5,245,2016
1.2,0.569,2.1,0,0,0,0,0.9,1.9,1.2,0.569,2.1,0.6,0.556,1,27,1,207,Role,7.5,0.6,1.4,3,33,Cheick Diallo,11.22,0.3,Kansas,0.6,2.5,218,2016
2.4,0.462,5.1,1.2,0.371,3.3,5.3,0.1,1.9,3.6,0.427,8.4,2.9,0.846,3.4,72,35,177,Role,30.1,0.5,1.7,11.3,34,Tyler Ulis,8.76,1.2,Kentucky,1.5,2.4,155,2016
3.1,0.466,6.6,1.4,0.365,3.7,2.5,0.2,3.5,4.4,0.43,10.3,3.1,0.876,3.5,136,109,195,Star,30.6,0.6,1.8,13.3,36,Malcolm Brogdon,7.76,0.9,Virginia,1.5,4.1,217,2016
2.8,0.621,4.4,0,0,0,1.1,1.6,4,2.8,0.619,4.5,0.7,0.547,1.3,66,55,183,Role,21,2.4,2.7,6.2,37,Chinanu Onuaku,8.36,0.8,Louisville,1.7,6.4,230,2016
2.3,0.527,4.3,1.9,0.367,5.2,3.3,0.4,3.3,4.2,0.439,9.6,1.9,0.753,2.5,65,48,198,Role,31.7,0.9,1.9,12.2,38,Patrick McCaw,3.28,2,UNLV,1.9,4.2,180,2016
